73	80	60
79	80	73
73	59	79
41	59	73
36	3	23
3	16	23
92	81	98
81	100	98
101	92	98
98	100	125
98	132	101
125	132	98
135	132	125
45	24	36
53	24	45
45	63	53
25	53	54
25	24	53
25	17	13
13	24	25
84	64	63
84	102	96
54	46	26
26	25	54
17	25	26
85	75	65
129	103	96
120	112	119
102	112	120
119	151	120
47	46	75
75	66	47
171	184	185
171	166	184
156	166	149
56	30	50
30	37	50
50	69	56
50	76	69
50	37	49
49	76	50
260	285	253
281	285	260
260	253	247
265	281	260
247	239	260
260	239	265
291	281	301
301	312	291
311	312	301
301	281	274
274	300	301
301	300	311
290	299	279
290	304	310
280	299	300
280	300	274
274	259	280
259	252	280
279	299	280
280	252	279
376	349	353
353	370	376
360	370	353
242	212	245
242	224	212
232	224	242
245	252	242
242	259	232
242	252	259
165	183	156
165	143	170
170	182	165
165	182	183
184	166	190
190	203	184
193	203	190
190	166	156
156	183	190
190	183	193
193	224	228
228	203	193
228	224	232
232	239	228
217	203	228
228	239	217
181	182	170
170	155	181
192	208	181
181	208	182
211	222	241
241	244	211
244	223	211
201	227	192
201	223	227
279	252	251
251	252	245
245	238	251
251	238	266
109	71	90
35	71	109
109	186	225
109	150	186
407	397	396
397	370	396
396	406	407
389	388	418
418	406	389
406	396	389
348	333	342
342	333	310
279	251	273
273	251	266
273	290	279
304	290	273
257	250	241
241	231	257
231	264	257
277	250	257
272	273	266
304	273	272
303	316	308
308	297	303
179	162	178
188	191	178
125	118	137
153	160	137
137	135	125
160	135	137
414	388	395
395	405	414
345	379	346
379	366	346
148	159	153
148	118	117
153	137	148
148	137	118
175	159	168
168	172	175
168	134	158
158	172	168
136	117	131
136	168	159
136	148	117
159	148	136
131	134	136
134	168	136
256	270	264
256	243	249
256	264	236
236	243	256
9	33	2
9	2	1
1	15	9
42	33	41
41	73	42
42	43	34
34	33	42
60	43	42
42	73	60
57	20	40
39	72	40
40	58	57
72	58	40
32	20	8
1	39	32
32	8	1
39	40	32
32	40	20
78	58	72
91	58	78
97	91	78
78	110	97
77	110	78
78	72	77
34	43	22
22	12	34
16	12	22
22	23	16
36	23	44
44	45	36
52	61	62
43	61	52
62	44	52
52	44	23
52	22	43
23	22	52
132	135	138
119	132	138
138	151	119
161	151	138
63	45	74
45	44	74
74	62	82
74	44	62
93	84	96
64	84	93
65	64	93
96	103	93
93	85	65
103	85	93
83	84	63
82	112	83
83	112	102
102	84	83
83	74	82
63	74	83
86	66	75
75	85	86
55	66	67
55	47	66
67	48	55
14	7	6
38	26	46
46	47	38
114	107	89
89	88	114
156	149	144
144	165	156
126	143	144
143	165	144
87	88	68
87	68	67
320	299	319
299	290	319
319	290	310
310	333	319
338	353	349
338	349	339
338	311	320
338	339	311
139	120	151
207	211	223
223	201	207
189	201	192
189	155	164
192	181	189
189	181	155
163	162	179
164	141	163
170	143	142
142	155	170
130	143	126
126	105	130
130	142	143
122	142	130
108	107	133
108	109	90
108	90	95
95	107	108
369	396	370
369	389	396
369	370	360
369	360	348
271	297	277
277	257	271
271	257	264
303	297	271
271	270	303
264	270	271
244	250	258
258	272	266
237	244	258
258	266	237
277	297	289
309	342	310
310	304	309
179	178	200
200	207	179
211	207	200
222	211	200
200	191	222
200	178	191
154	178	162
154	139	151
162	139	154
188	178	154
154	161	188
154	151	161
345	346	341
341	328	345
316	328	341
341	308	316
308	341	332
332	341	346
284	288	296
284	296	270
270	256	284
284	256	249
249	276	284
276	288	284
21	9	15
33	9	21
15	20	21
21	20	57
57	41	21
41	33	21
169	177	161
161	138	169
169	160	173
173	177	169
169	135	160
169	138	135
66	86	94
105	87	94
67	66	94
94	87	67
104	130	105
122	130	104
105	94	104
104	94	86
17	26	5
26	38	5
5	38	6
5	4	13
13	17	5
5	7	4
5	6	7
47	55	27
27	38	47
6	38	27
150	146	167
167	146	171
167	171	185
185	186	167
186	150	167
150	109	127
127	146	150
133	146	127
127	108	133
109	108	127
133	107	124
107	114	124
106	87	105
106	105	126
106	114	88
88	87	106
353	338	324
324	333	360
360	353	324
324	338	320
320	319	324
324	319	333
140	139	162
162	163	140
140	141	129
140	163	141
102	120	128
120	139	128
139	140	128
128	140	129
96	102	128
128	129	96
180	207	201
164	163	180
179	207	180
180	163	179
180	189	164
201	189	180
155	142	152
152	142	122
164	155	152
152	141	164
298	289	318
318	309	298
304	272	298
298	309	304
405	395	394
395	367	394
394	367	366
404	405	394
394	387	404
394	366	387
297	308	317
308	332	317
332	329	317
317	329	318
317	289	297
318	289	317
103	129	121
129	141	121
141	152	121
121	152	122
113	86	85
113	104	86
113	85	103
103	121	113
122	104	113
113	121	122
14	6	18
6	27	18
133	124	145
145	124	149
145	149	166
166	171	145
145	146	133
171	146	145
123	144	149
149	124	123
126	144	123
123	106	126
123	124	114
114	106	123
289	298	278
278	258	250
272	258	278
278	298	272
278	250	277
277	289	278
380	369	348
388	389	380
389	369	380
329	357	337
318	329	337
342	309	337
337	309	318
356	329	332
356	357	329
367	357	356
366	367	356
356	346	366
356	332	346
14	18	28
28	18	27
28	29	14
48	29	28
28	55	48
28	27	55
388	380	368
368	395	388
368	367	395
368	357	367
342	337	347
347	337	357
348	342	347
357	368	347
347	380	348
347	368	380
